"docauthorid","docauthorname","docid","sourcetitle","docyear","docmonth","docday","authorgender","agewriting","birthyear","deathyear","religionNew","relMin","nationalOrigin","britishEmpire_EU","translated","authorLocation","socialClass","A","I","CCP","Unknown","wageLabour","publicLetter"
"per0038008","Harris, Critchlow, 1813-1899","S6210-D054","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,7,27,"M",45,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D055","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,7,27,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D056","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,8,7,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D057","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,8,23,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D058","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,9,4,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038053","Harris, Robert, 1849-1919","S6210-D059","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,9,18,"M",9,1849,1919,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Artist; Educator",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D060","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,9,20,"M",45,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D061","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,9,20,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D062","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,10,5,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D063","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,10,16,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D064","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,10,18,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D065","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,10,28,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D066","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,11,13,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D067","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,12,20,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D068","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,1,6,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D069","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,1,17,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D070","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,1,18,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D071","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,2,2,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D072","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,2,15,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D073","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,3,3,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D074","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,3,3,"M",46,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D075","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,4,11,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D076","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,4,26,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038053","Harris, Robert, 1849-1919","S6210-D077","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,4,21,"M",9,1849,1919,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Artist; Educator",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0038053","Harris, Robert, 1849-1919","S6210-D078","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,4,26,"M",9,1849,1919,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Artist; Educator",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D079","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,5,14,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D080","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,5,29,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D081","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,6,12,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D082","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,6,27,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D083","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,7,11,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D084","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,7,23,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D085","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,8,8,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D086","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,8,19,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D087","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,9,4,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038052","Harris, Tom, 1847-","S6210-D088","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,9,1,"M",12,1847,NA,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Businessman",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0038055","Harris, Margaret Ellin, 1851-1944","S6210-D089","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,9,1,"F",8,1851,1944,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Writer; Printer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0038053","Harris, Robert, 1849-1919","S6210-D090","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,9,1,"M",9,1849,1919,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Artist; Educator",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D091","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,9,19,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D092","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,10,1,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D093","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,10,14,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D095","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,10,28,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D096","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,11,13,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D097","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,11,26,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D098","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,12,12,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D099","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1859,12,21,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D100","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,1,2,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D101","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,1,13,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D102","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,2,1,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D103","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,2,27,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D104","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,2,28,"M",47,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D105","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,3,27,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D106","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,4,9,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D107","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,4,30,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D108","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,5,12,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D109","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,5,28,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D110","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,6,11,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D111","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,6,25,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D112","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,7,9,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D113","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,7,23,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D114","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,8,NA,"M",47,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D115","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,8,20,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D116","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,4,20,"F",41,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D117","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,9,3,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D118","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,9,14,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D119","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,10,1,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D121","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,10,29,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D122","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,11,12,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D123","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,11,26,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D124","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,12,10,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D125","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1860,12,21,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D126","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,1,3,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D127","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,1,4,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D128","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,2,11,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D129","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,3,12,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D130","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,3,26,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D131","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,4,8,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D132","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,4,9,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D133","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,4,27,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D134","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,5,27,"F",42,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D135","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,6,25,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D136","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,7,7,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D137","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,7,22,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038052","Harris, Tom, 1847-","S6210-D138","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,8,31,"M",14,1847,NA,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Businessman",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D139","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,9,3,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D140","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,9,25,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D141","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,10,4,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D142","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,10,28,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D143","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,11,25,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D144","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,12,6,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D145","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1861,12,14,"F",43,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
