"docauthorid","docauthorname","docid","sourcetitle","docyear","docmonth","docday","authorgender","agewriting","birthyear","deathyear","religionNew","relMin","nationalOrigin","britishEmpire_EU","translated","authorLocation","socialClass","A","I","CCP","Unknown","wageLabour","publicLetter"
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D115","Letters of a Lifetime",1871,8,15,"F",67,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D116","Letters of a Lifetime",1871,8,16,"F",67,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D117","Letters of a Lifetime",1871,10,17,"F",67,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D118","Letters of a Lifetime",1871,12,31,"F",68,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D119","Letters of a Lifetime",1872,1,NA,"F",68,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D120","Letters of a Lifetime",1872,6,22,"F",68,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D121","Letters of a Lifetime",1872,12,30,"F",69,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D122","Letters of a Lifetime",1874,1,18,"F",70,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D123","Letters of a Lifetime",1874,7,25,"F",70,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D124","Letters of a Lifetime",1870,NA,NA,"F",66,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D125","Letters of a Lifetime",1876,1,16,"F",72,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D126","Letters of a Lifetime",1877,12,2,"F",73,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D127","Letters of a Lifetime",1878,4,2,"F",74,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D128","Letters of a Lifetime",1878,NA,NA,"F",74,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D129","Letters of a Lifetime",1878,7,29,"F",74,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D130","Letters of a Lifetime",1878,10,13,"F",74,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D131","Letters of a Lifetime",1878,10,NA,"F",74,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D132","Letters of a Lifetime",1878,11,NA,"F",74,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D133","Letters of a Lifetime",1879,3,NA,"F",75,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D134","Letters of a Lifetime",1879,5,19,"F",75,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D135","Letters of a Lifetime",1879,6,20,"F",75,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D136","Letters of a Lifetime",1880,1,5,"F",76,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D137","Letters of a Lifetime",1880,7,2,"F",76,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D138","Letters of a Lifetime",1880,7,4,"F",76,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D139","Letters of a Lifetime",1881,1,3,"F",77,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D140","Letters of a Lifetime",1881,6,23,"F",77,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D141","Letters of a Lifetime",1881,NA,NA,"F",77,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D142","Letters of a Lifetime",1882,1,3,"F",78,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D143","Letters of a Lifetime",1882,9,5,"F",78,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0004772","Moodie, Susannah Strickland, 1803-1885","S2344-D144","Letters of a Lifetime",1882,12,25,"F",79,1803,1885,"Congregationalist",FALSE,"English",TRUE,FALSE,"Canada","Military personnel; Writer",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0031175","Harry, David Shone, fl. 1817","S316-D004","The Welsh in America: Letters from the Immigrants",1817,10,14,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0031263","Davies, William, fl. 1794-1821","S316-D031","The Welsh in America: Letters from the Immigrants",1821,9,24,"M",NA,NA,NA,"Baptist",FALSE,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0031335","Howell, Lewis, Jr., fl. 1844","S316-D037","The Welsh in America: Letters from the Immigrants",1844,8,27,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0031338","Hughes, Ezekiel, fl. 1835","S316-D040","The Welsh in America: Letters from the Immigrants",1835,4,11,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0031346","Bebb, William, fl. 1840","S316-D049","The Welsh in America: Letters from the Immigrants",1840,11,18,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0022846","Chidlaw, Benjamin Williams, 1811-1892","S316-D050","The Welsh in America: Letters from the Immigrants",1840,11,29,"M",29,1811,1892,"Presbyterian",FALSE,"Welsh",TRUE,FALSE,"USA","Clergy",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0031346","Bebb, William, fl. 1840","S316-D052","The Welsh in America: Letters from the Immigrants",1848,8,22,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0035344","Bebb, Margaret","S316-D053","The Welsh in America: Letters from the Immigrants",1850,10,10,"F",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0032147","Bebb, William G., fl. 1850","S316-D054","The Welsh in America: Letters from the Immigrants",1850,10,10,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0032148","Thomas, William, fl. 1852","S316-D055","The Welsh in America: Letters from the Immigrants",1852,8,4,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA","Farmer",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"per0031585","Jones, John Owen, fl. 1848","S316-D058","The Welsh in America: Letters from the Immigrants",1848,4,16,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA","Farmer",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"per0035349","Pugh, Margaret","S316-D061","The Welsh in America: Letters from the Immigrants",1846,11,15,"F",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA","Farmer",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"per0035350","Owen, Margred","S316-D064","The Welsh in America: Letters from the Immigrants",1847,5,24,"F",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA","Farmer",TRUE,FALSE,FALSE,FALSE,TRUE,NA
"per0004488","Hughes, John, fl. 1858","S316-D071","The Welsh in America: Letters from the Immigrants",1858,5,18,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0004486","Roberts, Samuel, fl. 1856-1870","S316-D072","The Welsh in America: Letters from the Immigrants",1858,6,22,"M",NA,NA,NA,"Congregationalist",FALSE,"Welsh",TRUE,FALSE,"USA","Clergy; Farmer",TRUE,FALSE,TRUE,FALSE,FALSE,NA
"per0004490","Hughes, Hugh X., fl. 1869","S316-D079","The Welsh in America: Letters from the Immigrants",1869,7,29,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA","Clergy",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0032229","Williams, John R., fl. 1895","S316-D132","The Welsh in America: Letters from the Immigrants",1895,11,10,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA","Miner",FALSE,TRUE,FALSE,FALSE,TRUE,NA
"per0000339","Roberts, Sarah, fl. 1858","S316-D137","The Welsh in America: Letters from the Immigrants",1858,5,27,"F",NA,NA,NA,"Christian",NA,"Welsh",TRUE,FALSE,"USA","Homemaker",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"per0032631","Price, Thomas, fl. 1863","S316-D163","The Welsh in America: Letters from the Immigrants",1863,2,27,"M",NA,NA,NA,NA,NA,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0022846","Chidlaw, Benjamin Williams, 1811-1892","S316-D180","The Welsh in America: Letters from the Immigrants",1841,9,20,"M",30,1811,1892,"Presbyterian",FALSE,"Welsh",TRUE,FALSE,"USA","Clergy",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0000339","Roberts, Sarah, fl. 1858","S316-D182","The Welsh in America: Letters from the Immigrants",1861,6,27,"F",NA,NA,NA,"Christian",NA,"Welsh",TRUE,FALSE,"USA","Homemaker",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"per0000339","Roberts, Sarah, fl. 1858","S316-D189","The Welsh in America: Letters from the Immigrants",1863,2,8,"F",NA,NA,NA,"Christian",NA,"Welsh",TRUE,FALSE,"USA","Homemaker",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"per0000339","Roberts, Sarah, fl. 1858","S316-D193","The Welsh in America: Letters from the Immigrants",1864,5,11,"F",NA,NA,NA,"Christian",NA,"Welsh",TRUE,FALSE,"USA","Homemaker",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"per0004549","Ellis, Ann, fl. 1855","S316-D202","The Welsh in America: Letters from the Immigrants",1855,8,29,"F",NA,NA,NA,"Mormon",TRUE,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0004551","Llewellyn, Rees, fl. 1857","S316-D204","The Welsh in America: Letters from the Immigrants",1857,3,21,"M",NA,NA,NA,"Mormon",TRUE,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0032629","Anonymous Welsh Immigrant, Jane, fl. 1862","S316-D205","The Welsh in America: Letters from the Immigrants",1862,9,16,"F",NA,NA,NA,"Mormon",TRUE,"Welsh",TRUE,FALSE,"USA",NA,NA,NA,NA,NA,NA,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D007","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1854,8,NA,"M",41,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D009","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1854,8,NA,"M",41,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D011","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1854,8,NA,"M",41,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D014","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,1,21,"F",38,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D015","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,3,5,"F",38,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D016","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,3,19,"M",44,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D017","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,3,30,"F",38,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D018","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,4,13,"F",38,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D019","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,5,4,"F",38,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D020","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,5,18,"F",38,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D021","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,6,1,"F",38,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D022","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,6,15,"F",38,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D023","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,6,29,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D024","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,7,12,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D025","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,7,27,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D026","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,8,10,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D027","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,8,24,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D028","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,9,7,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D029","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,9,21,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D030","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,10,5,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D031","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,10,19,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D032","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,11,2,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D033","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,11,11,"M",44,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D034","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,11,16,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D035","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,11,20,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D036","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,12,9,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D037","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1857,12,24,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D038","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,1,4,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D039","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,1,18,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D040","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,2,1,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D041","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,2,15,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D042","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,3,1,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D043","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1853,3,29,"F",34,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D044","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,4,12,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D045","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,4,29,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D046","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,4,30,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D047","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,5,3,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038008","Harris, Critchlow, 1813-1899","S6210-D048","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,5,3,"M",45,1813,1899,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038052","Harris, Tom, 1847-","S6210-D049","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,5,5,"M",11,1847,NA,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Businessman",FALSE,FALSE,TRUE,FALSE,FALSE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D050","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,5,15,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D051","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,5,31,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D052","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,6,12,"F",39,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
"per0038009","Harris, Sarah Stretch, 1818-1897","S6210-D053","The Island Family Harris: Letters of an Immigrant Family in British North America 1856-1866",1858,6,25,"F",40,1818,1897,"Anglican",FALSE,"English",TRUE,FALSE,"Canada","Farmer; Merchant; Laborer",TRUE,FALSE,TRUE,FALSE,TRUE,NA
